user_id,signup_date,status,age,city,salary
U00099,2024-07-19 00:00:00,inactive,35,Chicago,114599
U00100,2024-05-05 00:00:00,active,40,Delhi,114189
U00101,2024-09-21 00:00:00,inactive,41,Chicago,N/A
U00102,2024-07-28 00:00:00,inactive,36,Mumbai,77783
U00103,2024-07-22 00:00:00,active,56,Chicago,27745
U00104,2024-01-19 00:00:00,inactive,62,Los Angeles,24704
U00105,2024-08-19 00:00:00,active,,Chicago,54934
U00106,2024-06-02 00:00:00,active,36,Phoenix,53492
U00107,2024-05-13 00:00:00,active,46,Chicago,112716
U00108,2024-05-09 00:00:00,inactive,44,Chicago,119521
U00109,2024-12-04 00:00:00,inactive,32,Delhi,68497
U00110,2024-10-12 00:00:00,active,53,Mumbai,102278
U00111,2024-12-06 00:00:00,active,50,London,35681
U00112,2024-02-18 00:00:00,inactive,49,Mumbai,65417
U00113,2024-08-15 00:00:00,inactive,23,Delhi,46617
U00114,2024-02-15 00:00:00,inactive,57,Phoenix,33296
U00115,2024-04-01 00:00:00,inactive,42,London,48754
U00116,2024-03-10 00:00:00,active,30,Mumbai,91895
U00117,2024-07-29 00:00:00,inactive,30,Phoenix,56026
U00118,2024-11-19 00:00:00,active,21,Phoenix,41395
U00119,2024-03-14 00:00:00,active,38,Phoenix,26356
U00120,2024-04-18 00:00:00,active,53,Phoenix,84010
U00121,2024-06-02 00:00:00,inactive,60,Houston,81129
U00122,2024-07-03 00:00:00,active,32,Chicago,46182
U00123,2024-01-14 00:00:00,inactive,32,Mumbai,103286
U00124,2024-01-28 00:00:00,active,33,Chicago,38408
U00125,2024-02-05 00:00:00,active,27,New York,84428
U00126,2024-05-26 00:00:00,active,39,Phoenix,35325
U00127,2024-11-10 00:00:00,inactive,34,Mumbai,34922
U00128,2024-02-22 00:00:00,inactive,31,Chicago,66376
U00129,2024-02-10 00:00:00,active,47,London,28842
U00130,2024-01-10 00:00:00,active,64,Houston,69538
U00131,2024-02-16 00:00:00,inactive,58,Houston,101069
U00132,2024-12-07 00:00:00,inactive,23,Mumbai,43612
U00133,2024-05-05 00:00:00,active,29,Delhi,84035
U00134,2024-05-01 00:00:00,active,44,New York,31982
U00135,2024-08-15 00:00:00,inactive,60,Los Angeles,91336
U00136,2024-04-08 00:00:00,active,22,Houston,101876
U00137,2024-01-02 00:00:00,active,55,Chicago,25395
U00138,2024-11-06 00:00:00,inactive,18,Los Angeles,42158
U00139,2024-10-20 00:00:00,inactive,49,Phoenix,44542
U00140,2024-02-13 00:00:00,active,25,London,93580
U00141,2024-11-13 00:00:00,active,,Mumbai,111146
U00142,2024-10-07 00:00:00,inactive,53,Los Angeles,39059
U00143,2024-01-16 00:00:00,inactive,22,Los Angeles,N/A
U00144,2024-04-15 00:00:00,inactive,19,Los Angeles,45251
U00145,2024-03-20 00:00:00,active,57,Delhi,112992
U00146,2024-03-09 00:00:00,active,21,Los Angeles,86070
U00147,2024-12-14 00:00:00,active,56,London,49840
U00148,2024-01-17 00:00:00,inactive,59,Houston,105146
U00149,2024-07-27 00:00:00,active,63,New York,32901
U00150,2024-07-10 00:00:00,active,56,New York,35959
U00151,2024-06-10 00:00:00,active,64,Delhi,40994
U00152,2024-05-03 00:00:00,inactive,36,Houston,43072
U00153,2024-12-18 00:00:00,inactive,54,Chicago,113297
U00154,2024-08-21 00:00:00,inactive,27,Chicago,86427
U00155,2024-12-15 00:00:00,inactive,21,Phoenix,76695
U00156,2024-11-18 00:00:00,inactive,37,London,58974
U00157,2024-06-14 00:00:00,inactive,22,Mumbai,N/A
U00158,2024-01-23 00:00:00,active,54,Los Angeles,84797
U00159,2024-03-17 00:00:00,active,35,Los Angeles,31816
U00160,2024-02-07 00:00:00,active,20,London,57312
U00161,2024-04-23 00:00:00,active,39,Phoenix,44550
U00162,2024-12-01 00:00:00,active,50,Phoenix,52315
U00163,2024-04-13 00:00:00,inactive,,Phoenix,80686
U00164,2024-05-04 00:00:00,inactive,54,London,N/A
U00165,2024-03-10 00:00:00,inactive,29,Houston,82325
U00166,2024-09-12 00:00:00,inactive,21,Mumbai,65277
U00167,2024-05-14 00:00:00,inactive,60,Los Angeles,67243
U00168,2024-03-25 00:00:00,active,57,London,38500
U00169,2024-10-14 00:00:00,active,54,Houston,N/A
U00170,2024-10-01 00:00:00,active,18,New York,29363
U00171,2024-01-04 00:00:00,active,57,Mumbai,67244
U00172,2024-01-15 00:00:00,inactive,51,Mumbai,115840
U00173,2024-06-25 00:00:00,active,48,Chicago,77304
U00174,2024-03-29 00:00:00,active,21,Houston,23036
U00175,2024-08-09 00:00:00,active,23,Houston,N/A
U00176,2024-02-09 00:00:00,inactive,57,Mumbai,N/A
U00177,2024-01-17 00:00:00,inactive,60,Delhi,75656
U00178,2024-12-21 00:00:00,active,62,London,34344
U00179,2024-06-02 00:00:00,active,19,Houston,78900
U00180,2024-05-02 00:00:00,inactive,21,Los Angeles,118477
U00181,2024-11-23 00:00:00,active,36,Chicago,58874
U00182,2024-10-16 00:00:00,inactive,36,Mumbai,38159
U00183,2024-10-30 00:00:00,active,37,Chicago,93712
U00184,2024-05-20 00:00:00,inactive,39,Houston,63094
U00185,2024-09-14 00:00:00,inactive,42,Houston,N/A
U00186,2024-12-10 00:00:00,active,21,New York,77523
U00187,2024-08-04 00:00:00,inactive,65,Delhi,100569
U00188,2024-06-02 00:00:00,inactive,59,London,111991
U00189,2024-09-17 00:00:00,active,20,Phoenix,55157
U00190,2024-07-27 00:00:00,inactive,21,Mumbai,66696
U00191,2024-07-17 00:00:00,inactive,52,Phoenix,N/A
U00192,2024-10-25 00:00:00,active,45,Chicago,84496
U00193,2024-06-20 00:00:00,active,37,Chicago,58472
U00194,2024-10-09 00:00:00,inactive,32,New York,24811
U00195,2024-02-08 00:00:00,active,49,Chicago,106145
U00196,2024-06-03 00:00:00,active,33,Mumbai,107303
U00197,2024-11-26 00:00:00,inactive,40,Mumbai,42631
U00198,2024-10-06 00:00:00,active,35,Delhi,N/A
U00199,2024-06-02 00:00:00,inactive,38,Delhi,63279
U00200,2024-11-15 00:00:00,inactive,33,New York,113008
U00201,2024-09-02 00:00:00,inactive,63,Mumbai,53726
U00202,2024-11-03 00:00:00,active,20,London,97979
U00203,2024-10-08 00:00:00,inactive,25,Phoenix,N/A
U00204,2024-04-14 00:00:00,inactive,44,Mumbai,45912
U00205,2024-07-17 00:00:00,active,49,Mumbai,112152
U00206,2024-08-03 00:00:00,active,32,Delhi,71847
U00207,2024-08-01 00:00:00,inactive,56,New York,39462
U00208,2024-07-03 00:00:00,inactive,38,Phoenix,56703
U00209,2024-05-25 00:00:00,active,53,Los Angeles,116651
U00210,2024-12-23 00:00:00,inactive,22,Houston,79999
U00211,2024-08-11 00:00:00,active,26,London,91381
U00212,2024-11-30 00:00:00,inactive,52,New York,34201
U00213,2024-01-27 00:00:00,active,36,Delhi,37765
U00214,2024-12-17 00:00:00,active,43,Houston,59825
U00215,2024-03-01 00:00:00,inactive,,Phoenix,115084
U00216,2024-08-30 00:00:00,active,28,Delhi,97948
U00217,2024-01-19 00:00:00,inactive,26,Delhi,66698
U00218,2024-11-14 00:00:00,active,30,Mumbai,32676
U00219,2024-07-16 00:00:00,inactive,38,Phoenix,56617
U00220,2024-02-21 00:00:00,active,43,New York,65415
U00221,2024-02-07 00:00:00,inactive,56,Los Angeles,105624
U00222,2024-04-05 00:00:00,inactive,,Los Angeles,116377
U00223,2024-06-24 00:00:00,inactive,56,Mumbai,108751
U00224,2024-04-29 00:00:00,active,53,Houston,83714
U00225,2024-09-28 00:00:00,inactive,18,Phoenix,106972
U00226,2024-11-13 00:00:00,inactive,32,New York,95723
U00227,2024-05-07 00:00:00,inactive,47,New York,N/A
U00228,2024-01-24 00:00:00,active,34,Chicago,42084
U00229,2024-01-11 00:00:00,active,25,Delhi,53745
U00230,2024-11-28 00:00:00,active,43,Houston,104306
U00231,2024-05-09 00:00:00,active,40,Chicago,117495
U00232,2024-01-21 00:00:00,active,36,Chicago,26149
U00233,2024-12-22 00:00:00,active,,New York,N/A
U00234,2024-05-02 00:00:00,active,54,Los Angeles,63010
U00235,2024-05-15 00:00:00,inactive,27,Chicago,N/A
U00236,2024-06-19 00:00:00,active,50,Phoenix,46407
U00237,2024-08-30 00:00:00,active,22,Delhi,78377
U00238,2024-10-15 00:00:00,active,54,London,70146
U00239,2024-04-03 00:00:00,active,52,Delhi,111701
U00240,2024-02-05 00:00:00,inactive,28,Houston,54834
U00241,2024-05-22 00:00:00,active,62,Chicago,67760
U00242,2024-10-12 00:00:00,active,32,New York,61778
U00243,2024-07-29 00:00:00,inactive,27,Phoenix,43090
U00244,2024-09-09 00:00:00,active,62,New York,55172
U00245,2024-10-13 00:00:00,active,35,London,22236
U00246,2024-03-23 00:00:00,inactive,56,Houston,59200
U00247,2024-01-11 00:00:00,inactive,44,Delhi,113401
U00248,2024-07-12 00:00:00,inactive,55,Delhi,75806
U00249,2024-03-04 00:00:00,active,53,Houston,49281
U00250,2024-12-20 00:00:00,inactive,44,Delhi,92880
U00251,2024-03-05 00:00:00,active,,Phoenix,83520
U00252,2024-03-31 00:00:00,inactive,50,Delhi,43510
U00253,2024-12-14 00:00:00,active,46,New York,61406
U00254,2024-06-05 00:00:00,inactive,34,Delhi,117520
U00255,2024-12-03 00:00:00,inactive,40,Phoenix,99430
U00256,2024-03-10 00:00:00,active,31,Houston,119736
U00257,2024-10-08 00:00:00,active,31,London,39915
U00258,2024-08-07 00:00:00,inactive,61,Los Angeles,20921
U00259,2024-07-01 00:00:00,active,44,Delhi,49600
U00260,2024-11-02 00:00:00,active,26,London,76101
U00261,2024-12-10 00:00:00,active,27,New York,67676
U00262,2024-01-23 00:00:00,active,46,Houston,101703
U00263,2024-06-27 00:00:00,active,59,Los Angeles,31539
U00264,2024-05-07 00:00:00,inactive,59,London,49238
U00265,2024-03-15 00:00:00,inactive,50,Phoenix,82855
U00266,2024-12-21 00:00:00,active,45,Los Angeles,28073
U00267,2024-04-28 00:00:00,inactive,20,Chicago,91202
U00268,2024-08-04 00:00:00,active,,Houston,108937
U00269,2024-08-25 00:00:00,inactive,54,Houston,79005
U00270,2024-01-16 00:00:00,inactive,33,Phoenix,75915
U00271,2024-10-06 00:00:00,active,58,New York,76077
U00272,2024-12-10 00:00:00,inactive,25,Mumbai,108007
U00273,2024-07-30 00:00:00,inactive,53,New York,53191
U00274,2024-08-13 00:00:00,inactive,34,New York,78419
U00275,2024-12-29 00:00:00,inactive,37,London,91140
U00276,2024-03-10 00:00:00,inactive,50,Phoenix,76184
U00277,2024-12-09 00:00:00,active,27,New York,N/A
U00278,2024-09-21 00:00:00,active,38,Mumbai,N/A
U00279,2024-03-23 00:00:00,inactive,22,Chicago,37264
U00280,2024-06-29 00:00:00,inactive,52,Los Angeles,118017
U00281,2024-02-25 00:00:00,inactive,28,London,90615
U00282,2024-03-16 00:00:00,active,30,Chicago,43947
U00283,2024-08-22 00:00:00,inactive,62,Chicago,21437
U00284,2024-04-20 00:00:00,active,45,Los Angeles,101697
U00285,2024-12-06 00:00:00,active,63,Chicago,112710
U00286,2024-09-19 00:00:00,inactive,40,Delhi,96207
U00287,2024-09-30 00:00:00,inactive,39,Delhi,91846
U00288,2024-10-20 00:00:00,active,51,Los Angeles,92401
U00289,2024-01-04 00:00:00,active,23,Delhi,61286
U00290,2024-07-15 00:00:00,active,54,Chicago,55248
U00291,2024-04-12 00:00:00,active,42,London,58020
U00292,2024-01-16 00:00:00,inactive,45,Houston,46923
U00293,2024-06-03 00:00:00,inactive,61,Delhi,50488
U00294,2024-01-12 00:00:00,active,49,Chicago,71139
U00295,2024-12-14 00:00:00,active,39,London,86810
U00296,2024-05-20 00:00:00,active,61,Chicago,63475
U00297,2024-10-08 00:00:00,active,43,Mumbai,32477
U00298,2024-07-22 00:00:00,inactive,26,Chicago,97577
U00299,2024-01-07 00:00:00,active,43,Houston,96722
U00300,2024-03-31 00:00:00,inactive,18,New York,64868
U00301,2024-08-06 00:00:00,active,29,Delhi,116171
U00302,2024-05-17 00:00:00,active,65,Chicago,118333
U00303,2024-06-19 00:00:00,inactive,24,Mumbai,39842
U00304,2024-12-26 00:00:00,inactive,45,Phoenix,115824
U00305,2024-03-25 00:00:00,active,46,Mumbai,111418
U00306,2024-02-07 00:00:00,inactive,18,Mumbai,105862
U00307,2024-05-29 00:00:00,active,23,Mumbai,46173
U00308,2024-06-05 00:00:00,active,46,Phoenix,91566
U00309,2024-10-07 00:00:00,active,39,Houston,56750
U00310,2024-12-05 00:00:00,active,65,Los Angeles,20854
U00311,2024-03-18 00:00:00,inactive,,Delhi,64584
U00312,2024-12-03 00:00:00,inactive,39,Delhi,59087
U00313,2024-01-13 00:00:00,inactive,63,Delhi,45442
U00314,2024-02-13 00:00:00,active,48,New York,58573
U00315,2024-03-22 00:00:00,inactive,25,Phoenix,69708
U00316,2024-01-22 00:00:00,active,43,London,81982
U00317,2024-03-14 00:00:00,inactive,57,Chicago,20976
U00318,2024-02-16 00:00:00,inactive,46,London,92701
U00319,2024-10-03 00:00:00,active,29,London,105615
U00320,2024-08-05 00:00:00,active,18,New York,34878
U00321,2024-12-03 00:00:00,inactive,23,Houston,65224
U00322,2024-02-20 00:00:00,inactive,30,Phoenix,56479
U00323,2024-01-23 00:00:00,active,38,Houston,39881
U00324,2024-05-19 00:00:00,active,28,Chicago,72283
U00325,2024-12-13 00:00:00,inactive,18,New York,44588
U00326,2024-11-18 00:00:00,inactive,63,Houston,97388
U00327,2024-08-19 00:00:00,inactive,41,Delhi,96604
U00328,2024-01-18 00:00:00,inactive,60,Mumbai,51602
U00329,2024-12-09 00:00:00,active,57,Mumbai,34550
U00330,2024-08-30 00:00:00,active,54,Chicago,92269
U00331,2024-12-09 00:00:00,active,53,London,64309
U00332,2024-04-24 00:00:00,active,36,Los Angeles,107632
U00333,2024-02-26 00:00:00,active,60,Chicago,93720
U00334,2024-04-12 00:00:00,active,56,New York,119864
U00335,2024-03-13 00:00:00,inactive,,New York,31702
U00336,2024-04-15 00:00:00,active,50,Chicago,104804
U00337,2024-01-09 00:00:00,active,50,New York,78010
U00338,2024-06-21 00:00:00,inactive,21,Delhi,95420
U00339,2024-11-27 00:00:00,active,54,Los Angeles,37186
U00340,2024-03-29 00:00:00,active,34,London,82542
U00341,2024-03-09 00:00:00,active,30,Chicago,20811
U00342,2024-03-20 00:00:00,inactive,41,Los Angeles,66045
U00343,2024-03-13 00:00:00,inactive,32,New York,57585
U00344,2024-04-15 00:00:00,active,31,New York,N/A
U00345,2024-04-09 00:00:00,active,36,Phoenix,100905
U00346,2024-07-31 00:00:00,active,28,New York,109735
U00347,2024-05-14 00:00:00,active,37,Delhi,60026
U00348,2024-06-29 00:00:00,inactive,59,Houston,72105
U00349,2024-10-13 00:00:00,active,22,London,119737
U00350,2024-07-30 00:00:00,inactive,47,London,77675
U00351,2024-05-04 00:00:00,active,28,New York,24848
U00352,2024-01-05 00:00:00,active,55,Los Angeles,105785
U00353,2024-08-06 00:00:00,active,19,New York,24747
U00354,2024-11-29 00:00:00,inactive,20,Houston,29044
U00355,2024-03-24 00:00:00,active,40,London,78265
U00356,2024-07-14 00:00:00,active,45,Los Angeles,86069
U00357,2024-01-29 00:00:00,active,25,Phoenix,30194
U00358,2024-12-31 00:00:00,active,65,New York,39092
U00359,2024-04-19 00:00:00,active,60,Mumbai,118126
U00360,2024-12-31 00:00:00,active,29,Houston,56505
U00361,2024-07-12 00:00:00,inactive,23,Mumbai,57990
U00362,2024-09-08 00:00:00,active,,Phoenix,N/A
U00363,2024-09-28 00:00:00,active,41,Houston,49222
U00364,2024-06-01 00:00:00,inactive,65,Mumbai,87450
U00365,2024-04-17 00:00:00,inactive,47,New York,56541
U00366,2024-07-19 00:00:00,active,41,Chicago,62741
U00367,2024-06-04 00:00:00,active,,Houston,91388
U00368,2024-12-24 00:00:00,inactive,41,Chicago,89022
U00369,2024-03-25 00:00:00,inactive,60,Chicago,81612
U00370,2024-12-19 00:00:00,active,61,Los Angeles,N/A
U00371,2024-11-06 00:00:00,active,29,Los Angeles,50655
U00372,2024-07-13 00:00:00,active,38,New York,72859
U00373,2024-10-23 00:00:00,active,60,Mumbai,66824
U00374,2024-03-17 00:00:00,active,33,Delhi,74014
U00375,2024-06-03 00:00:00,active,,Houston,65017
U00376,2024-09-19 00:00:00,inactive,38,Phoenix,49009
U00377,2024-06-05 00:00:00,inactive,31,New York,117668
U00378,2024-05-07 00:00:00,inactive,31,Mumbai,107479
U00379,2024-08-21 00:00:00,active,32,New York,113355
U00380,2024-06-17 00:00:00,inactive,23,Houston,96942
U00381,2024-12-08 00:00:00,active,35,Houston,115161
U00382,2024-01-03 00:00:00,inactive,45,Houston,43947
U00383,2024-01-25 00:00:00,inactive,48,New York,N/A
U00384,2024-09-24 00:00:00,inactive,33,Houston,100695
U00385,2024-10-03 00:00:00,inactive,65,Mumbai,71736
U00386,2024-04-09 00:00:00,active,22,Mumbai,108228
U00387,2024-01-05 00:00:00,inactive,,Houston,49758
U00388,2024-01-08 00:00:00,inactive,39,London,96632
U00389,2024-08-24 00:00:00,inactive,61,New York,67050
U00390,2024-01-22 00:00:00,inactive,61,London,30274
U00391,2024-03-24 00:00:00,inactive,46,New York,32358
U00392,2024-10-08 00:00:00,active,20,Phoenix,115265
U00393,2024-09-15 00:00:00,inactive,43,Delhi,42720
U00394,2024-10-05 00:00:00,active,26,Houston,99309
U00395,2024-12-25 00:00:00,inactive,53,Phoenix,N/A
U00396,2024-01-30 00:00:00,active,64,Mumbai,N/A
U00397,2024-08-08 00:00:00,inactive,59,Mumbai,105484
U00398,2024-02-08 00:00:00,inactive,63,New York,98167
U00399,2024-04-06 00:00:00,inactive,27,Phoenix,48896
U00400,2024-04-06 00:00:00,active,40,Phoenix,N/A
U00401,2024-12-31 00:00:00,inactive,23,Los Angeles,N/A
U00402,2024-02-20 00:00:00,inactive,50,Houston,112313
U00403,2024-03-13 00:00:00,active,36,Houston,N/A
U00404,2024-08-21 00:00:00,inactive,45,Los Angeles,57718
U00405,2024-05-19 00:00:00,inactive,22,Mumbai,55030
U00406,2024-10-31 00:00:00,active,50,New York,45526
U00407,2024-01-08 00:00:00,active,34,Los Angeles,57309
U00408,2024-11-17 00:00:00,active,31,Delhi,52100
U00409,2024-04-25 00:00:00,inactive,56,Los Angeles,N/A
U00410,2024-12-18 00:00:00,inactive,51,London,109694
U00411,2024-03-02 00:00:00,active,53,London,104659
U00412,2024-07-16 00:00:00,inactive,48,Phoenix,41309
U00413,2024-11-24 00:00:00,inactive,,Phoenix,56938
U00414,2024-12-22 00:00:00,active,61,Delhi,91096
U00415,2024-04-30 00:00:00,active,29,Houston,66696
U00416,2024-05-23 00:00:00,active,44,London,N/A
U00417,2024-06-13 00:00:00,inactive,18,New York,115326
U00418,2024-08-16 00:00:00,inactive,,Chicago,83929
U00419,2024-07-28 00:00:00,active,52,London,N/A
U00420,2024-02-05 00:00:00,active,35,New York,113340
U00421,2024-01-07 00:00:00,inactive,56,New York,91702
U00422,2024-04-14 00:00:00,inactive,54,New York,58316
U00423,2024-07-13 00:00:00,inactive,31,London,22545
U00424,2024-07-10 00:00:00,inactive,64,Phoenix,79097
U00425,2024-04-07 00:00:00,active,63,Los Angeles,66917
U00426,2024-06-21 00:00:00,active,51,Phoenix,62809
U00427,2024-07-03 00:00:00,active,59,New York,22393
U00428,2024-07-03 00:00:00,active,43,Los Angeles,100823
U00429,2024-04-22 00:00:00,inactive,53,Phoenix,85454
U00430,2024-03-18 00:00:00,inactive,45,Los Angeles,108960
U00431,2024-01-18 00:00:00,inactive,65,Los Angeles,110248
U00432,2024-07-12 00:00:00,active,60,Phoenix,N/A
U00433,2024-01-20 00:00:00,active,50,Houston,110369
U00434,2024-06-08 00:00:00,inactive,54,Delhi,41953
U00435,2024-05-07 00:00:00,inactive,37,Los Angeles,42292
U00436,2024-08-29 00:00:00,inactive,,Los Angeles,117458
U00437,2024-11-02 00:00:00,inactive,53,London,86640
U00438,2024-06-20 00:00:00,inactive,54,Houston,117985
U00439,2024-01-16 00:00:00,active,58,Houston,64110
U00440,2024-05-22 00:00:00,inactive,34,Delhi,22250
U00441,2024-01-12 00:00:00,inactive,54,Houston,27168
U00442,2024-04-23 00:00:00,inactive,24,Los Angeles,117430
U00443,2024-09-18 00:00:00,active,25,Phoenix,103448
U00444,2024-03-29 00:00:00,active,63,Houston,N/A
U00445,2024-04-19 00:00:00,inactive,22,New York,33211
U00446,2024-04-10 00:00:00,active,26,Chicago,41874
U00447,2024-08-08 00:00:00,active,34,Los Angeles,94000
U00448,2024-10-10 00:00:00,inactive,18,Mumbai,80981
U00449,2024-09-01 00:00:00,inactive,36,London,57194
U00450,2024-03-24 00:00:00,inactive,32,New York,44980
U00451,2024-09-28 00:00:00,inactive,40,Delhi,28932
U00452,2024-06-07 00:00:00,inactive,40,Phoenix,97616
U00453,2024-04-17 00:00:00,inactive,64,Phoenix,89067
U00454,2024-06-09 00:00:00,active,57,New York,20487
U00455,2024-05-20 00:00:00,active,54,Chicago,77933
U00456,2024-06-09 00:00:00,active,33,Mumbai,51365
U00457,2024-02-26 00:00:00,inactive,62,London,117616
U00458,2024-11-18 00:00:00,active,58,Houston,N/A
U00459,2024-10-08 00:00:00,inactive,43,Chicago,101838
U00460,2024-06-20 00:00:00,inactive,25,Chicago,85368
U00461,2024-05-24 00:00:00,inactive,20,Mumbai,42767
U00462,2024-04-24 00:00:00,inactive,20,Phoenix,71253
U00463,2024-10-15 00:00:00,active,32,Los Angeles,51694
U00464,2024-12-15 00:00:00,active,46,London,30911
U00465,2024-09-03 00:00:00,active,36,Los Angeles,24982
U00466,2024-03-19 00:00:00,active,37,Houston,28093
U00467,2024-11-12 00:00:00,inactive,55,London,29154
U00468,2024-08-09 00:00:00,inactive,34,Delhi,98397
